kode_prop,propinsi,kode_kab_kota,kabupaten_kota,kode_kec,kecamatan,npsn,sekolah,bentuk,status,alamat_jalan,lintang,bujur
50000,Prov. Jawa Timur,51700,Kab. Trenggalek,51709,Kec. Durenan,20542244,SD NEGERI 3 MALASAN,SD,N,RT 34 RW 09,-8.1103,111.835
50000,Prov. Jawa Timur,51500,Kab. Blitar,51520,Kec. Srengat,20514153,SD NEGERI SRENGAT 03,SD,N,Jalan Sidowayah,-8.0676,112.0638
50000,Prov. Jawa Timur,51100,Kab. Ponorogo,51118,Kec. Babadan,20510672,SD NEGERI 1 PURWOSARI,SD,N,Jl. Ahmad Yani     No. 24,-7.7998,111.4974
50000,Prov. Jawa Timur,52400,Kab. Jember,52403,Kec. Puger,20524706,SD N GRENDEN 03,SD,N,Grenden,-8.347,113.4711
50000,Prov. Jawa Timur,56000,Kota Surabaya,56017,Kec. Sawahan,20539216,SMP INDRIASANA IV,SMP,S,Petemon Kali 114,-7.2688,112.7237
50000,Prov. Jawa Timur,52700,Kab. Sampang,52707,Kec. Jrengik,20528266,SDN JUNGKARANG 2,SD,N,Jungkarang,-7.1291,113.1549
50000,Prov. Jawa Timur,50400,Kab. Jombang,50416,Kec. Kesamben,20503348,SD NEGERI KEDUNGMLATI,SD,N,Kedungmlati,-7.4867,112.3082
50000,Prov. Jawa Timur,51900,Kab. Pasuruan,51919,Kec. Gondang Wetan,69769397,SMKS SABILILLAH,SMK,S,Jalan Raya Dadapan RT/RW. 03/01 Grogol gondangwetan Pasuruan,-7.6923,112.9188
50000,Prov. Jawa Timur,52800,Kab. Sumenep,52810,Kec. Guluk Guluk,20551860,SMP ISLAM AL ANWAR,SMP,S,Payudan Daleman,-7.0285,113.6167
50000,Prov. Jawa Timur,51800,Kab. Malang,51832,Kec. Ngantang,20554983,SD NEGERI MULYOREJO 01,SD,N,Maron,-7.8703,112.3937
50000,Prov. Jawa Timur,50400,Kab. Jombang,50406,Kec. Mojowarno,20503117,SD NEGERI MOJOWARNO 1,SD,N,Jalan Windu 16,-7.6322,112.298
50000,Prov. Jawa Timur,51100,Kab. Ponorogo,51116,Kec. Sukorejo,20510228,SD NEGERI MOROSARI,SD,N,Dukuh Krajan,-7.8739,111.4207
50000,Prov. Jawa Timur,51600,Kab. Tulungagung,51616,Kec. Kauman,20515912,SD N KATES 1,SD,N,Desa Kates,-8.0246,111.8579
50000,Prov. Jawa Timur,52800,Kab. Sumenep,52815,Kec. Manding,20530070,SD NEGERI MANDING LAOK I,SD,N,Jl. Raya Manding No. 24,-6.9549,113.8712
50000,Prov. Jawa Timur,52700,Kab. Sampang,52708,Kec. Tambelangan,20573293,SMKS AL ILYASI,SMK,S,JL. BUNGKAK,-7.0751,113.1466
50000,Prov. Jawa Timur,51500,Kab. Blitar,51513,Kec. Doko,20515151,SD NEGERI JAMBEPAWON 02,SD,N,Dusun Ringinrejo,-8.0842,112.3731
50000,Prov. Jawa Timur,51100,Kab. Ponorogo,51103,Kec. Bungkal,20510608,SD NEGERI 1 MUNGGU,SD,N,"Jl. Rukun Jaya, No. 48",-8.0304,111.4635
50000,Prov. Jawa Timur,52100,Kab. Lumajang,52104,Kec. Pasirian,20520898,SDN SELOK AWAR-AWAR 04,SD,N,Jl. Raya Selok Anyar,-8.2519,113.1567
50000,Prov. Jawa Timur,52800,Kab. Sumenep,52811,Kec. Pasongsongan,20529908,SMP N 1 PASONGSONGAN,SMP,N,Jl.k.abubakar Sidik No.1,-6.8864,113.6641
50000,Prov. Jawa Timur,51800,Kab. Malang,51808,Kec. Tirto Yudo,20516977,SD NEGERI SUMBERTANGKIL 03,SD,N,Jl. Raya Tumpaklengkong No 964,-8.297,112.8342
50000,Prov. Jawa Timur,50400,Kab. Jombang,50417,Kec. Kudu,20503378,SMK TRISAKTI KUDU,SMK,S,JL. MUSTOPA 3A,-7.5389,112.2298
50000,Prov. Jawa Timur,52600,Kab. Pamekasan,52601,Kec. Tlanakan,20526774,SD NEGERI GUGUL 3,SD,N,Desa Gugul,-7.196217,113.4381
50000,Prov. Jawa Timur,51300,Kab. Kediri,51321,Kec. Kunjang,20512531,SD NEGERI DUNGUS II,SD,N,Dusun Gelaran Rt 02 Rw 02,-7.6794,112.2113
50000,Prov. Jawa Timur,52400,Kab. Jember,52419,Kec. Bangsalsari,69908277,SDS ISLAM AL KHOIRIYAH,SD,S,Dsn. Tempuran Ds. Curahkalong,-8.1886,113.5025
50000,Prov. Jawa Timur,50400,Kab. Jombang,50416,Kec. Kesamben,20503394,SMP HARAPAN,SMP,S,Ds Podoroto,-7.4562,112.3187
50000,Prov. Jawa Timur,52100,Kab. Lumajang,52105,Kec. Tempeh,20521282,SD NEGERI JOKARTO 04,SD,N,Dusun Rambak Pakis,-8.1505,113.1272
50000,Prov. Jawa Timur,50200,Kab. Sidoarjo,50211,Kec. Sidoarjo,20501425,SD NEGERI RANGKAH KIDUL,SD,N,Jl P. Jawa No 06,-7.4626,112.7357
50000,Prov. Jawa Timur,51800,Kab. Malang,51822,Kec. Pakisaji,20518711,SD ISLAM SUTOJAYAN,SD,S,"Jl. RAYA SUTOJAYAN, No.299 RT: 08 RW :01",-8.0737,112.6094
50000,Prov. Jawa Timur,51100,Kab. Ponorogo,51114,Kec. Badegan,20539063,SMKN 1 BADEGAN,SMK,N,JL. SUYUDONO NO.01,-7.8743,111.3378
50000,Prov. Jawa Timur,50300,Kab. Mojokerto,50311,Kec. Puri,69753987,SMAS UNGGULAN HARAPAN UMMAT,SMA,S,Dusun Tambaksuruh,-7.5434,112.4373
50000,Prov. Jawa Timur,52300,Kab. Situbondo,52311,Kec. Mangaran,20549229,SD NEGERI 1 TANJUNG KAMAL,SD,N,Tanjung Pasir,-7.6515,114.0417
50000,Prov. Jawa Timur,51700,Kab. Trenggalek,51705,Kec. Dongko,20542468,SMP NEGERI SATU ATAP 1 DONGKO,SMP,N,Dsn. Sobo RT 17 RW 03,-8.2175,111.6038
50000,Prov. Jawa Timur,50900,Kab. Ngawi,50906,Kec. Kwadungan,20509043,SD NEGERI DINDEN 2,SD,N,Dinden,-7.4857,111.4849
50000,Prov. Jawa Timur,50900,Kab. Ngawi,50905,Kec. Geneng,20508550,SD NEGERI TAMBAKROMO 1,SD,N,"Jln. Raya Geneng, Ngawi Km 10 Ds. Tambakromo",-7.4923,111.4292
50000,Prov. Jawa Timur,52500,Kab. Banyuwangi,52518,Kec. Banyuwangi,20525427,SD NEGERI 2 TUKANG KAYU,SD,N,Jl. Kolonel Sugiono No.51,-8.223197,114.3718
50000,Prov. Jawa Timur,52600,Kab. Pamekasan,52608,Kec. Pegantenan,69788575,SMPI AL-WARITSIN,SMP,S,DESA PASANGGAR,-7.0323,113.4659
50000,Prov. Jawa Timur,52900,Kab. Bangkalan,52906,Kec. Konang,69786314,SMP NEGERI 4 SATU ATAP KONANG,SMP,N,Genteng,-7.0379,113.0742
50000,Prov. Jawa Timur,51100,Kab. Ponorogo,51112,Kec. Kauman,20510676,SD NEGERI 1 NGRANDU,SD,N,Jl.Taman Siswa No.3,-7.902,111.4187
50000,Prov. Jawa Timur,50700,Kab. Lamongan,50725,Kec. Paciran,20506306,SMAS AL AMIN PACIRAN,SMA,S,JL. RAYA DEANDLES NO. 113  DESA TUNGGUL,-6.8748,112.374
50000,Prov. Jawa Timur,51500,Kab. Blitar,51508,Kec. Kanigoro,69757425,SMKS ISLAM KANIGORO,SMK,S,LINGK. SEMBON DS. SATREYAN,-8.1344,112.2349
50000,Prov. Jawa Timur,51500,Kab. Blitar,51520,Kec. Srengat,20514154,SD NEGERI SRENGAT 02,SD,N,Jl. Kamboja No. 82,-8.0597,112.0664
50000,Prov. Jawa Timur,51600,Kab. Tulungagung,51613,Kec. Kedungwaru,20515424,SMKS PGRI 3 TULUNGAGUNG,SMK,S,JL. MAYOR SUJADI TIMUR NO.7,-8.0770417,111.9221183
50000,Prov. Jawa Timur,51400,Kab. Nganjuk,51408,Kec. Ngronggot,20537761,SD N CENGKOK III,SD,N,Cengkok,-7.6914,112.0413
50000,Prov. Jawa Timur,50500,Kab. Bojonegoro,50521,Kec. Malo,20540547,SD NEGERI DUKOHLOR MALO,SD,N,Dukohlor,-7.1598,111.6616
50000,Prov. Jawa Timur,52300,Kab. Situbondo,52313,Kec. Kapongan,20523036,SD NEGERI 2 CURAH COTTOK,SD,N,Curah Cottok Rt.01/06,-7.7194,114.067
50000,Prov. Jawa Timur,52600,Kab. Pamekasan,52608,Kec. Pegantenan,20537401,SMP AL FATTAH,SMP,S,Desa Tlagah,-7.0511,113.5307
50000,Prov. Jawa Timur,51000,Kab. Magetan,51014,Kec. Barat,20509634,SD NEGERI KLAGEN 4,SD,N,Klagen,-7.5615,111.4995
50000,Prov. Jawa Timur,51500,Kab. Blitar,51512,Kec. Selorejo,20515089,SD NEGERI BORO 02,SD,N,Dsn. Mintoragan,-8.141,112.3852
50000,Prov. Jawa Timur,52600,Kab. Pamekasan,52605,Kec. Pamekasan,20572014,SDI AL AMIN,SD,S,Jl. Pintu Gerbang 171,-7.1399,113.475559
50000,Prov. Jawa Timur,51400,Kab. Nganjuk,51414,Kec. Nganjuk,20536940,SDN KARTOHARJO 3,SD,N,Jl. Mayjend. Sutoyo No. 6,-7.6022,111.8963
50000,Prov. Jawa Timur,52400,Kab. Jember,52431,Kec. Patrang,60728516,SMP SWASTA MITRA JEMBER,SMP,S,JL. MANYAR Gg. KOPI 99 SLAWU PATRANG,-8.1477,113.6893
50000,Prov. Jawa Timur,52600,Kab. Pamekasan,52604,Kec. Larangan,20577092,SMP QURRATUL UYUN,SMP,S,Jl. Raya Sumenep,-7.1395,113.5315
50000,Prov. Jawa Timur,50800,Kab. Madiun,50810,Kec. Mejayan,69816292,SMKN 1 MEJAYAN,SMK,N,JL.IMAN BONJOL NO.7,-7.645,111.5306
50000,Prov. Jawa Timur,52000,Kab. Probolinggo,52024,Kec. Sumberasih,20546594,SD NEGERI MENTOR II,SD,N,Jl. Brawijaya,-7.7624,113.1544
30000,Prov. Jawa Tengah,32000,Kab. Jepara,32013,Kec. Kalinyamatan,20318348,SD NEGERI TELUK KULON,SD,N,Jl.Purwogondo-Guwosobokerto,-6.7365,110.7104
30000,Prov. Jawa Tengah,31800,Kab. Pati,31803,Kec. Tambakromo,20362045,SMP SATU ATAP NEGERI SINOMWIDODO,SMP,N,Jalan Gerilya Lemahbang KM 02,-6.876,111.0632
30000,Prov. Jawa Tengah,32600,Kab. Pekalongan,32601,Kec. Kandangserang,20323799,SD NEGERI 02 LAMBUR,SD,N,JL. RAYA LAMBUR,-7.1103,109.5171
30000,Prov. Jawa Tengah,30500,Kab. Kebumen,30513,Kec. Pejagoan,20305102,SD NEGERI PENGARINGAN,SD,N,Pengaringan,-7.599048,109.6501
30000,Prov. Jawa Tengah,31000,Kab. Klaten,31019,Kec. Polanharjo,20309714,SD NEGERI TURUS,SD,N,Popongan Kulon,-7.6184,110.6662
30000,Prov. Jawa Tengah,30700,Kab. Wonosobo,30708,Kec. Kertek,20307030,SD NEGERI CANDIYASAN,SD,N,Banjaran,-7.358,110.012
30000,Prov. Jawa Tengah,36500,Kota Tegal,36503,Kec. Tegal Barat,20341454,SMKS ASTRINDO,SMK,S,Jalan Dewi Sartika No 75 Rt. 01 Rw. 02,-6.8636,109.1222
30000,Prov. Jawa Tengah,30100,Kab. Cilacap,30101,Kec. Dayeuhluhur,20301510,SD NEGERI DATAR 03,SD,N,Jl.Serang Datar Dayeuhluhur,-7.2275,108.613
30000,Prov. Jawa Tengah,31100,Kab. Sukoharjo,31110,Kec. Baki,20310685,SD NEGERI MANCASAN 01,SD,N,Mancasan Rt 03 Rw 07,-7.6278,110.7821
30000,Prov. Jawa Tengah,31700,Kab. Rembang,31714,Kec. Lasem,20316050,SD NEGERI GOWAK,SD,N,Desa Gowak,-6.7138,111.3799
30000,Prov. Jawa Tengah,30300,Kab. Purbalingga,30312,Kec. Bobotsari,20303028,SD NEGERI 2 KARANGTALUN,SD,N,Jl. Desa Karangtalun,-7.3014,109.3795
30000,Prov. Jawa Tengah,31500,Kab. Grobogan,31517,Kec. Gubug,20313919,SMP NEGERI 1 GUBUG,SMP,N,Jl. R. Suprapto No. 71 Gubug,-7.0628,110.6661
30000,Prov. Jawa Tengah,32100,Kab. Demak,32108,Kec. Wonosalam,69756201,SMKS AL MADINA,SMK,S,GANG KRANDON RT 3/ RW 4,-6.9016,110.6489
30000,Prov. Jawa Tengah,30300,Kab. Purbalingga,30301,Kec. Kemangkon,20303085,SMP MUHAMMADIYAH 8 KEMANGKON,SMP,S,Jl. Raya Karangtengah Kemangkon,-7.441347,109.3483
30000,Prov. Jawa Tengah,32400,Kab. Kendal,32403,Kec. Pageruyung,20322454,SD NEGERI 1 PARAKAN SEBARAN,SD,N,Jl. Jati Arum RT 3 RW 1,-7.059,110.0226
30000,Prov. Jawa Tengah,32600,Kab. Pekalongan,32616,Kec. Wiradesa,20323386,SMP MUHAMMADIYAH WIRADESA,SMP,S,Jl. Raya Pencongan No. 278,-6.9079,109.6135
30000,Prov. Jawa Tengah,30700,Kab. Wonosobo,30706,Kec. Selomerto,20306933,SD NEGERI WONOREJO,SD,N,"Jl.Banyumas Km 03,Kecamatan Selomerto,Wonosobo",-7.389,109.8949
30000,Prov. Jawa Tengah,30600,Kab. Purworejo,30606,Kec. Purworejo,20341482,SMP KRISTEN WIDHODHO,SMP,S,Purworejo,-7.7157,110.0244
30000,Prov. Jawa Tengah,31200,Kab. Wonogiri,31216,Kec. Sidoharjo,20311854,SD N 1 TREMES,SD,N,Tremes,-7.830841,111.089739
30000,Prov. Jawa Tengah,30800,Kab. Magelang,30821,Kec. Ngablak,20307818,SD NEGERI GENIKAN,SD,N,Genikan,-7.4257,110.3741
30000,Prov. Jawa Tengah,31900,Kab. Kudus,31906,Kec. Jekulo,20317476,SD 2 TERBAN,SD,N,Jl. Kancilan RT 02 / RW 05,-6.7927,110.9393
30000,Prov. Jawa Tengah,36400,Kota Pekalongan,36402,Kec. Pekalongan Timur,20329490,SD Negeri Baros,SD,N,Jl. Randusari No. 13 Pekalongan,-6.8924,109.673
30000,Prov. Jawa Tengah,36300,Kota Semarang,36303,Kec. Banyumanik,20329396,SD NEGERI BANYUMANIK 03,SD,N,Jl. Bangun Harjo Barat,-7.0761,110.4093
30000,Prov. Jawa Tengah,30100,Kab. Cilacap,30106,Kec. Cipari,20300353,SD NEGERI PEGADINGAN 05,SD,N,Jl. Ampera Cibatu,-7.3754,108.8219
30000,Prov. Jawa Tengah,36300,Kota Semarang,36314,Kec. Semarang Barat,20328968,SMK NUSA BHAKTI,SMK,S,Jl. Wologito Barat No. 125,-6.9915,110.3724
30000,Prov. Jawa Tengah,31800,Kab. Pati,31804,Kec. Winong,20316304,SD NEGERI KARANGSUMBER 02,SD,N,Karangsumber,-6.8642,111.1012
30000,Prov. Jawa Tengah,32000,Kab. Jepara,32003,Kec. Welahan,20318280,SD NEGERI 2 WELAHAN,SD,N,Jl. Krajan,-6.7796,110.7202
30000,Prov. Jawa Tengah,31500,Kab. Grobogan,31518,Kec. Tegowanu,20313892,SMP NEGERI 2 TEGOWANU,SMP,N,Jl. Raya Curug - Gubug,-7.0136,110.6476
30000,Prov. Jawa Tengah,30800,Kab. Magelang,30804,Kec. Salam,20307810,SD NEGERI GULON 4,SD,N,Jlegong,-7.6037,110.29
30000,Prov. Jawa Tengah,30100,Kab. Cilacap,30112,Kec. Kawunganten,20300295,SD NEGERI MENTASAN 01,SD,N,TANJUNG SARI RT03/ RW 05,-7.3926,108.8156
30000,Prov. Jawa Tengah,31500,Kab. Grobogan,31519,Kec. Tanggungharjo,20361151,SMP AL Ishlah Tanggungharjo,SMP,S,Jl. KH hasan Anwar Ds. Tanggungharjo,-7.0926,110.5955
30000,Prov. Jawa Tengah,30200,Kab. Banyumas,30210,Kec. Kalibagor,20301889,SMP PGRI KALIBAGOR,SMP,S,Jl. Suwardjono 164 Kalibagor,-7.4742767,109.2995917
30000,Prov. Jawa Tengah,30100,Kab. Cilacap,30104,Kec. Cimanggu,20362408,SD MUHAMMADIYAH 2 CIMANGGU,SD,S,Dusun Nambo Girang,-7.3637,108.8455
30000,Prov. Jawa Tengah,32400,Kab. Kendal,32411,Kec. Gemuh,20341014,SMP NEGERI 3 GEMUH SATU ATAP,SMP,N,Dukuh Klantung,-7.0467,110.1115
30000,Prov. Jawa Tengah,30300,Kab. Purbalingga,30303,Kec. Kejobong,20303005,SD N 1 TIMBANG,SD,N,Desa Timbang Rt 01 Rw 01,-7.3983,109.4913
30000,Prov. Jawa Tengah,30200,Kab. Banyumas,30219,Kec. Kedung Banteng,20341655,SDN 2 KALISALAK,SD,N,Dusun Windusari Rt 01 Rw 03,-7.5353,109.2327
30000,Prov. Jawa Tengah,32700,Kab. Pemalang,32704,Kec. Watukumpul,20323969,SD N 04 CIKADU,SD,N,Dk Kalililngseng Cikadu,-7.1819,109.4673
30000,Prov. Jawa Tengah,32700,Kab. Pemalang,32707,Kec. Randudongkal,20362373,SMP NEGERI GONSENG SATU ATAP,SMP,N,Desa Gongseng  RT 02/01,-6.9991,109.308
30000,Prov. Jawa Tengah,32700,Kab. Pemalang,32710,Kec. Petarukan,20324231,SMKS ISLAM AL KHOIRIYAH PETARUKAN,SMK,S,JL RAYA DESA KLAREYAN KAB. PEMALANG,-6.8653,109.464
30000,Prov. Jawa Tengah,31100,Kab. Sukoharjo,31112,Kec. Kartasura,20310360,SD NEGERI NGABEYAN 03,SD,N,Jl. Kontesa No.1 Ngabeyan,-7.5554,110.7474
30000,Prov. Jawa Tengah,31200,Kab. Wonogiri,31216,Kec. Sidoharjo,20311201,SMP NEGERI 1 SIDOHARJO,SMP,N,Jl. Sidoharjo-Girimarto,-7.8221,111.0669
30000,Prov. Jawa Tengah,32700,Kab. Pemalang,32711,Kec. Ampelgading,20324279,SMP NEGERI 1 AMPELGADING,SMP,N,Jalan Masjid Ampelgading,-6.9656,109.4513
30000,Prov. Jawa Tengah,31200,Kab. Wonogiri,31210,Kec. Eromoko,20311563,SD N 1 EROMOKO,SD,N,Eromoko Wetan Rt4 Rw 3,-7.9608,110.8466
30000,Prov. Jawa Tengah,31900,Kab. Kudus,31905,Kec. Mejobo,20317477,SD 2 TENGGELES,SD,N,DESA TENGGELES RT 05 RW 04,-6.8058,110.8911
30000,Prov. Jawa Tengah,32900,Kab. Brebes,32909,Kec. Banjarharjo,20327373,SD NEGERI CIPAJANG 02,SD,N,Jl. Harapan No 14 Dkh. Rembet,-7.058479,108.821892
30000,Prov. Jawa Tengah,32800,Kab. Tegal,32801,Kec. Margasari,20325247,SMK MAARIF NU MARGASARI,SMK,S,JL.RAYA SELATAN,-7.0959,109.0108
30000,Prov. Jawa Tengah,31300,Kab. Karanganyar,31309,Kec. Karanganyar,20312293,SD N 01 JANTIHARJO,SD,N,"Jl. RM Said Jantiharjo RT 05, RW 08",-7.6197,110.9747
30000,Prov. Jawa Tengah,36300,Kota Semarang,36304,Kec. Gajah Mungkur,20331876,SMP PERINTIS 29,SMP,S,Karangbendo 4-5,-7.0282,110.4136
30000,Prov. Jawa Tengah,30500,Kab. Kebumen,30518,Kec. Sempor,20305277,SD NEGERI 1 BEJIRUYUNG,SD,N,Jl Kaligandu 41,-7.5639,109.5168
30000,Prov. Jawa Tengah,32300,Kab. Temanggung,32302,Kec. Bulu,20321486,SMP NEGERI 1 BULU,SMP,N,Jl. Wolodono,-7.2907,110.133
30000,Prov. Jawa Tengah,32500,Kab. Batang,32511,Kec. Batang,20323157,SD NEGERI DENASRI WETAN 02,SD,N,Jl. Letjen R. Suprapto Gg. Anggrek,-6.9194,109.7477
30000,Prov. Jawa Tengah,31600,Kab. Blora,31602,Kec. Randublatung,20314757,SDN 2 SUMBERJO,SD,N,"JL. Sumber Wates, Dukuh Ngadirojo RT.07 RW.01",-7.200905,111.43694
30000,Prov. Jawa Tengah,36300,Kota Semarang,36312,Kec. Semarang Tengah,20329061,SD KUNCUP MELATI,SD,S,Jl. Gang Lombok 60,-6.974,110.4281
30000,Prov. Jawa Tengah,30300,Kab. Purbalingga,30313,Kec. Karangreja,20303190,SD NEGERI 5 SERANG,SD,N,Desa Serang,-7.2516,109.3018
30000,Prov. Jawa Tengah,32600,Kab. Pekalongan,32602,Kec. Paninggaran,20323787,SD NEGERI 02 LUMENENG,SD,N,Jl.Desa Lumeneng,-7.1857,109.5941
30000,Prov. Jawa Tengah,31200,Kab. Wonogiri,31211,Kec. Wuryantoro,20311719,SD NEGERI 2 MLOPOHARJO,SD,N,Mlopoharjo,-7.8971,110.8521
30000,Prov. Jawa Tengah,32100,Kab. Demak,32113,Kec. Wedung,20319357,SMP NEGERI 2 WEDUNG,SMP,N,Desa Tedunan,-6.718042,110.6533163
30000,Prov. Jawa Tengah,30400,Kab. Banjarnegara,30409,Kec. Banjarmangu,20337880,SMP COKROAMINOTO BANJARMANGU,SMP,S,Jln. Raya Karangkobar Km 15 Banjarmangu - Banjarnegara,-7.3198,109.713
30000,Prov. Jawa Tengah,32900,Kab. Brebes,32917,Kec. Brebes,20327284,SD NEGERI BREBES 01,SD,N,Jalan Jenderal Sudirman,-6.8751,109.0501
30000,Prov. Jawa Tengah,31200,Kab. Wonogiri,31220,Kec. Bulukerto,20310901,SD NEGERI 2 TANJUNG,SD,N,Gedangan,-7.7717,111.2124
30000,Prov. Jawa Tengah,31200,Kab. Wonogiri,31203,Kec. Giritontro,20311491,SD N 1 NGRINGIN,SD,N,Pelet,-8.1132,110.8714
30000,Prov. Jawa Tengah,31100,Kab. Sukoharjo,31108,Kec. Mojolaban,20330818,SD NEGERI KLUMPRIT 03,SD,N,Klumprit,-7.6024,110.8812
30000,Prov. Jawa Tengah,30600,Kab. Purworejo,30607,Kec. Banyu Urip,20306276,SD NEGERI BENCOREJO,SD,N,"Jl Raya Sendangsari,banyuurip",-7.7701,109.9693
30000,Prov. Jawa Tengah,30700,Kab. Wonosobo,30705,Kec. Leksono,20306771,SMP MUHAMMADIYAH 3 LEKSONO,SMP,S,Jl. Manggis,-7.4149,109.86
30000,Prov. Jawa Tengah,32900,Kab. Brebes,32902,Kec. Bantarkawung,20327244,SD NEGERI JIPANG 02,SD,N,Jl Raya Jipang,-7.2149,108.9162
30000,Prov. Jawa Tengah,32200,Kab. Semarang,32201,Kec. Getasan,20320098,SD NEGERI KOPENG 03,SD,N,Kopeng Getasan,-7.4012,110.42
30000,Prov. Jawa Tengah,31600,Kab. Blora,31616,Kec. Todanan,20314914,SMP NEGERI 2 TODANAN,SMP,N,"Jl. Juana, Todanan",-6.9349,111.1822
30000,Prov. Jawa Tengah,30900,Kab. Boyolali,30902,Kec. Ampel,20309077,SD N BANYUANYAR,SD,N,Bunder RT 01/03,-7.4791,110.5489
30000,Prov. Jawa Tengah,30100,Kab. Cilacap,30101,Kec. Dayeuhluhur,20300873,SD NEGERI BINGKENG 03,SD,N,Dusun Cikadu RT 03 RW 09,-7.2558,108.5882
30000,Prov. Jawa Tengah,31700,Kab. Rembang,31704,Kec. Sale,20315816,SD NEGERI 1 BANCANG,SD,N,Bancang,-6.8787,111.5989
30000,Prov. Jawa Tengah,31500,Kab. Grobogan,31511,Kec. Tawangharjo,20314405,SD NEGERI 2 JONO,SD,N,Jono,-7.090317,110.981372
30000,Prov. Jawa Tengah,36300,Kota Semarang,36308,Kec. Pedurungan,20329092,SD IT HARAPAN BUNDA,SD,S,Jl KH.Thohir Gang Sunan Kalijaga X,-7.0199,110.4558
30000,Prov. Jawa Tengah,36400,Kota Pekalongan,36403,Kec. Pekalongan Selatan,20332006,SD Negeri Buaran,SD,N,Jl. Pelita 2 Gg. 3 Pekalongan,-6.9139,109.6553
30000,Prov. Jawa Tengah,32400,Kab. Kendal,32402,Kec. Sukorejo,20321722,SD N 2 SUKOREJO,SD,N,Jalan Tlangu Tengah Sukorejo,-7.0861,110.0407
30000,Prov. Jawa Tengah,30300,Kab. Purbalingga,30306,Kec. Purbalingga,20303220,SD N 3 PURBALINGGA WETAN,SD,N,Jl. Cahyana No.19,-7.394362,109.3584
30000,Prov. Jawa Tengah,31800,Kab. Pati,31804,Kec. Winong,20317127,SD NEGERI GODO 01,SD,N,Jl Godo - Kropak,-6.8609,111.1009
30000,Prov. Jawa Tengah,32600,Kab. Pekalongan,32601,Kec. Kandangserang,20323514,SMP NEGERI 1 KANDANGSERANG,SMP,N,Jl. Raya Kandangserang No. 84,-7.1222,109.5204
30000,Prov. Jawa Tengah,32500,Kab. Batang,32511,Kec. Batang,20323120,SD NEGERI KASEPUHAN 06,SD,N,Jl. Yos Sudarso Gg Durian,-6.9226,109.7579
30000,Prov. Jawa Tengah,31500,Kab. Grobogan,31507,Kec. Kradenan,20314438,SD NEGERI 2 Rejosari,SD,N,Ds. Rejosari,-7.193388,111.117009
30000,Prov. Jawa Tengah,31500,Kab. Grobogan,31512,Kec. Grobogan,20313570,SD NEGERI 3 PUTATSARI,SD,N,Dusun Karangjati RT 1 RW 6 Desa Putatsari,-7.1158,110.6725
30000,Prov. Jawa Tengah,32500,Kab. Batang,32504,Kec. Reban,20322831,SD NEGERI SUKOMANGLI 02,SD,N,Sukomangli,-7.0465,109.9129
30000,Prov. Jawa Tengah,32600,Kab. Pekalongan,32618,Kec. Karangdadap,20323859,SD NEGERI 01 KEBONROWOPUCANG,SD,N,jl. desa kebonrowopucang,-6.9703,109.6777
30000,Prov. Jawa Tengah,30500,Kab. Kebumen,30513,Kec. Pejagoan,20305035,SMP NEGERI 2 PEJAGOAN,SMP,N,Peniron,-7.59572,109.64
30000,Prov. Jawa Tengah,31800,Kab. Pati,31809,Kec. Jakenan,20316995,SD NEGERI BUNGASREJO,SD,N,Bungasrejo,-6.7462,111.1288
30000,Prov. Jawa Tengah,30900,Kab. Boyolali,30901,Kec. Selo,20308533,SD NEGERI 2 TLOGOLELE,SD,N,Belang,-7.5118,110.4067
30000,Prov. Jawa Tengah,32800,Kab. Tegal,32810,Kec. Slawi,20325342,SMP NEGERI 2 SLAWI,SMP,N,"Jl. Dr Cipto Mangunkusumo, No. 8",-7.0042333,109.1394533
70000,Prov. Sumatera Utara,70500,Kab. Dairi,70508,Kec. Siempat Nempu,10203386,SD NEGERI 035942 GOMIT,SD,N,Gomit,2.845,98.2136
70000,Prov. Sumatera Utara,70400,Kab. Simalungun,70431,Kec. Pamatang Silima Huta,10203165,SD NEGERI 094114 MARDINDING,SD,N,Mardinding,2.9282,98.5993
70000,Prov. Sumatera Utara,76000,Kota Medan,76003,Kec. Medan Amplas,10257662,SMPS ST ANTONIUS,SMP,S,Jln Sm Raja Km.11 No.68 Medan,3.5541,98.7411
70000,Prov. Sumatera Utara,76700,Kota Gunungsitoli,76703,Kec. Gunungsitoli,10259029,SD NEGERI 071017 SIMANDRAOLO,SD,N,SIMANDRAOLO,1.2776,97.5853
70000,Prov. Sumatera Utara,70100,Kab. Deli Serdang,70121,Kec. Patumbak,10261844,SD SWASTA LASKAR DHUHA,SD,S,JL. Alpokat Raya No. 165,3.53,98.7087833
70000,Prov. Sumatera Utara,70400,Kab. Simalungun,70423,Kec. Gunung Malela,10259624,SD NEGERI NO 091267 AFD K LARAS,SD,N,Afd K Laras,3.0364,99.2442
70000,Prov. Sumatera Utara,76100,Kota Binjai,76102,Kec. Binjai Kota,10211498,SD NEGERI 023892,SD,N,Jalan Bhayangkara No. 17,3.633,98.4793
70000,Prov. Sumatera Utara,76600,Kota Padang Sidimpuan,76604,Kec. Hutaimbaru,10212472,SD NEGERI 200406 PADANGSIDIMPUAN,SD,N,Jl.SMP Negeri 9,1.418176,99.241849
